Date,Beer,DayOfWeek,UnitsSold,IsWeekend,HolidayEffect,PromoLevel
2022-10-26,Stout,2,28,0,0,0
2022-10-26,Cider,2,22,0,0,0
2022-10-27,Ale,3,24,0,0,0
2022-10-27,Lager,3,36,0,0,0
2022-10-27,IPA,3,22,0,0,0
2022-10-27,Stout,3,12,0,0,0
2022-10-27,Cider,3,27,0,0,0
2022-10-28,Ale,4,17,0,0,0
2022-10-28,Lager,4,22,0,0,0
2022-10-28,IPA,4,15,0,0,0
2022-10-28,Stout,4,14,0,0,0
2022-10-28,Cider,4,24,0,0,1
2022-10-29,Ale,5,28,1,0,0
2022-10-29,Lager,5,36,1,0,0
2022-10-29,IPA,5,53,1,0,1
2022-10-29,Stout,5,14,1,0,0
2022-10-29,Cider,5,22,1,0,0
2022-10-30,Ale,6,23,1,0,0
2022-10-30,Lager,6,42,1,0,0
2022-10-30,IPA,6,38,1,0,0
2022-10-30,Stout,6,19,1,0,0
2022-10-30,Cider,6,47,1,0,1
2022-10-31,Ale,0,22,0,0,1
2022-10-31,Lager,0,26,0,0,0
2022-10-31,IPA,0,25,0,0,0
2022-10-31,Stout,0,7,0,0,0
2022-10-31,Cider,0,32,0,0,1
2022-11-01,Ale,1,24,0,0,0
2022-11-01,Lager,1,30,0,0,0
2022-11-01,IPA,1,20,0,0,0
2022-11-01,Stout,1,15,0,0,0
2022-11-01,Cider,1,30,0,0,0
2022-11-02,Ale,2,20,0,0,0
2022-11-02,Lager,2,42,0,0,1
2022-11-02,IPA,2,30,0,0,0
2022-11-02,Stout,2,8,0,0,0
2022-11-02,Cider,2,20,0,0,0
2022-11-03,Ale,3,21,0,0,0
2022-11-03,Lager,3,22,0,0,0
2022-11-03,IPA,3,31,0,0,0
2022-11-03,Stout,3,7,0,0,0
2022-11-03,Cider,3,19,0,0,0
2022-11-04,Ale,4,24,0,0,0
2022-11-04,Lager,4,28,0,0,0
2022-11-04,IPA,4,26,0,0,0
2022-11-04,Stout,4,24,0,0,0
2022-11-04,Cider,4,33,0,0,1
2022-11-05,Ale,5,25,1,0,0
2022-11-05,Lager,5,33,1,0,0
2022-11-05,IPA,5,51,1,0,1
2022-11-05,Stout,5,20,1,0,0
2022-11-05,Cider,5,29,1,0,0
2022-11-06,Ale,6,25,1,0,0
2022-11-06,Lager,6,39,1,0,0
2022-11-06,IPA,6,32,1,0,0
2022-11-06,Stout,6,18,1,0,0
2022-11-06,Cider,6,28,1,0,0
2022-11-07,Ale,0,13,0,0,0
2022-11-07,Lager,0,32,0,0,0
2022-11-07,IPA,0,29,0,0,0
2022-11-07,Stout,0,13,0,0,0
2022-11-07,Cider,0,32,0,0,0
2022-11-08,Ale,1,24,0,0,0
2022-11-08,Lager,1,32,0,0,0
2022-11-08,IPA,1,30,0,0,0
2022-11-08,Stout,1,8,0,0,0
2022-11-08,Cider,1,34,0,0,1
2022-11-09,Ale,2,15,0,0,0
2022-11-09,Lager,2,47,0,0,1
2022-11-09,IPA,2,39,0,0,0
2022-11-09,Stout,2,26,0,0,0
2022-11-09,Cider,2,25,0,0,0
2022-11-10,Ale,3,22,0,0,0
2022-11-10,Lager,3,33,0,0,0
2022-11-10,IPA,3,24,0,0,0
2022-11-10,Stout,3,17,0,0,0
2022-11-10,Cider,3,24,0,0,1
2022-11-11,Ale,4,27,0,0,0
2022-11-11,Lager,4,33,0,0,0
2022-11-11,IPA,4,32,0,0,0
2022-11-11,Stout,4,15,0,0,0
2022-11-11,Cider,4,19,0,0,0
2022-11-12,Ale,5,19,1,0,0
2022-11-12,Lager,5,38,1,0,0
2022-11-12,IPA,5,35,1,0,0
2022-11-12,Stout,5,30,1,0,1
2022-11-12,Cider,5,33,1,0,0
2022-11-13,Ale,6,27,1,0,0
2022-11-13,Lager,6,44,1,0,0
2022-11-13,IPA,6,35,1,0,0
2022-11-13,Stout,6,24,1,0,0
2022-11-13,Cider,6,32,1,0,0
2022-11-14,Ale,0,19,0,0,0
2022-11-14,Lager,0,25,0,0,0
2022-11-14,IPA,0,24,0,0,0
2022-11-14,Stout,0,5,0,0,0
2022-11-14,Cider,0,17,0,0,0
2022-11-15,Ale,1,23,0,0,0
2022-11-15,Lager,1,25,0,0,0
2022-11-15,IPA,1,27,0,0,0
2022-11-15,Stout,1,10,0,0,0
2022-11-15,Cider,1,33,0,0,1
2022-11-16,Ale,2,26,0,0,1
2022-11-16,Lager,2,23,0,0,0
2022-11-16,IPA,2,30,0,0,0
2022-11-16,Stout,2,21,0,0,0
2022-11-16,Cider,2,18,0,0,0
2022-11-17,Ale,3,17,0,0,0
2022-11-17,Lager,3,24,0,0,0
2022-11-17,IPA,3,30,0,0,0
2022-11-17,Stout,3,14,0,0,0
2022-11-17,Cider,3,22,0,0,0
2022-11-18,Ale,4,7,0,0,0
2022-11-18,Lager,4,37,0,0,1
2022-11-18,IPA,4,32,0,0,0
2022-11-18,Stout,4,25,0,0,0
2022-11-18,Cider,4,28,0,0,0
2022-11-19,Ale,5,30,1,0,0
2022-11-19,Lager,5,51,1,0,1
2022-11-19,IPA,5,33,1,0,0
2022-11-19,Stout,5,17,1,0,0
2022-11-19,Cider,5,29,1,0,0
2022-11-20,Ale,6,23,1,0,0
2022-11-20,Lager,6,44,1,0,0
2022-11-20,IPA,6,28,1,0,0
2022-11-20,Stout,6,18,1,0,0
2022-11-20,Cider,6,21,1,0,0
2022-11-21,Ale,0,22,0,0,0
2022-11-21,Lager,0,27,0,0,0
2022-11-21,IPA,0,42,0,0,1
2022-11-21,Stout,0,22,0,0,1
2022-11-21,Cider,0,12,0,0,0
2022-11-22,Ale,1,11,0,0,0
2022-11-22,Lager,1,36,0,0,1
2022-11-22,IPA,1,37,0,0,0
2022-11-22,Stout,1,10,0,0,0
2022-11-22,Cider,1,23,0,0,0
2022-11-23,Ale,2,23,0,0,0
2022-11-23,Lager,2,36,0,0,0
2022-11-23,IPA,2,25,0,0,0
2022-11-23,Stout,2,9,0,0,0
2022-11-23,Cider,2,22,0,0,0
2022-11-24,Ale,3,23,0,0,0
2022-11-24,Lager,3,32,0,0,0
2022-11-24,IPA,3,16,0,0,0
2022-11-24,Stout,3,6,0,0,0
2022-11-24,Cider,3,14,0,0,0
2022-11-25,Ale,4,29,0,0,1
2022-11-25,Lager,4,23,0,0,0
2022-11-25,IPA,4,19,0,0,0
2022-11-25,Stout,4,15,0,0,0
2022-11-25,Cider,4,27,0,0,0
2022-11-26,Ale,5,33,1,0,0
2022-11-26,Lager,5,35,1,0,0
2022-11-26,IPA,5,47,1,0,0
2022-11-26,Stout,5,17,1,0,1
2022-11-26,Cider,5,28,1,0,0
2022-11-27,Ale,6,28,1,0,0
2022-11-27,Lager,6,36,1,0,0
2022-11-27,IPA,6,34,1,0,0
2022-11-27,Stout,6,18,1,0,0
2022-11-27,Cider,6,16,1,0,0
2022-11-28,Ale,0,10,0,0,0
2022-11-28,Lager,0,38,0,0,1
2022-11-28,IPA,0,22,0,0,0
2022-11-28,Stout,0,10,0,0,0
2022-11-28,Cider,0,19,0,0,0
2022-11-29,Ale,1,24,0,0,0
2022-11-29,Lager,1,43,0,0,1
2022-11-29,IPA,1,14,0,0,0
2022-11-29,Stout,1,18,0,0,0
2022-11-29,Cider,1,16,0,0,0
2022-11-30,Ale,2,27,0,0,0
2022-11-30,Lager,2,24,0,0,0
2022-11-30,IPA,2,29,0,0,0
2022-11-30,Stout,2,17,0,0,1
2022-11-30,Cider,2,24,0,0,0
2022-12-01,Ale,3,19,0,0,0
2022-12-01,Lager,3,27,0,0,0
2022-12-01,IPA,3,25,0,0,0
2022-12-01,Stout,3,7,0,0,0
2022-12-01,Cider,3,30,0,0,0
2022-12-02,Ale,4,25,0,0,0
2022-12-02,Lager,4,35,0,0,0
2022-12-02,IPA,4,31,0,0,0
2022-12-02,Stout,4,12,0,0,0
2022-12-02,Cider,4,33,0,0,1
2022-12-03,Ale,5,26,1,0,0
2022-12-03,Lager,5,72,1,0,1
2022-12-03,IPA,5,43,1,0,0
2022-12-03,Stout,5,19,1,0,0
2022-12-03,Cider,5,33,1,0,0
2022-12-04,Ale,6,29,1,0,0
2022-12-04,Lager,6,59,1,0,1
2022-12-04,IPA,6,48,1,0,1
2022-12-04,Stout,6,33,1,0,1
2022-12-04,Cider,6,39,1,0,0
2022-12-05,Ale,0,25,0,0,0
2022-12-05,Lager,0,37,0,0,0
2022-12-05,IPA,0,24,0,0,0
2022-12-05,Stout,0,20,0,0,0
2022-12-05,Cider,0,28,0,0,0
2022-12-06,Ale,1,23,0,0,0
2022-12-06,Lager,1,38,0,0,0
2022-12-06,IPA,1,26,0,0,0
2022-12-06,Stout,1,15,0,0,0
2022-12-06,Cider,1,29,0,0,0
2022-12-07,Ale,2,20,0,0,0
2022-12-07,Lager,2,30,0,0,0
2022-12-07,IPA,2,40,0,0,1
2022-12-07,Stout,2,23,0,0,0
2022-12-07,Cider,2,22,0,0,0
2022-12-08,Ale,3,31,0,0,0
2022-12-08,Lager,3,30,0,0,0
2022-12-08,IPA,3,28,0,0,0
2022-12-08,Stout,3,24,0,0,0
2022-12-08,Cider,3,25,0,0,0
2022-12-09,Ale,4,26,0,0,0
2022-12-09,Lager,4,26,0,0,0
2022-12-09,IPA,4,27,0,0,0
2022-12-09,Stout,4,17,0,0,0
2022-12-09,Cider,4,17,0,0,0
2022-12-10,Ale,5,23,1,0,0
2022-12-10,Lager,5,51,1,0,0
2022-12-10,IPA,5,40,1,0,0
2022-12-10,Stout,5,28,1,0,1
2022-12-10,Cider,5,33,1,0,0
2022-12-11,Ale,6,38,1,0,0
2022-12-11,Lager,6,52,1,0,0
2022-12-11,IPA,6,44,1,0,0
2022-12-11,Stout,6,23,1,0,0
2022-12-11,Cider,6,27,1,0,0
2022-12-12,Ale,0,21,0,0,0
2022-12-12,Lager,0,32,0,0,0
2022-12-12,IPA,0,21,0,0,0
2022-12-12,Stout,0,26,0,0,0
2022-12-12,Cider,0,30,0,0,0
2022-12-13,Ale,1,23,0,0,0
2022-12-13,Lager,1,24,0,0,0
2022-12-13,IPA,1,35,0,0,0
2022-12-13,Stout,1,15,0,0,0
2022-12-13,Cider,1,23,0,0,0
2022-12-14,Ale,2,23,0,0,0
2022-12-14,Lager,2,34,0,0,0
2022-12-14,IPA,2,40,0,0,0
2022-12-14,Stout,2,15,0,0,1
2022-12-14,Cider,2,24,0,0,0
2022-12-15,Ale,3,14,0,0,0
2022-12-15,Lager,3,27,0,0,0
2022-12-15,IPA,3,31,0,0,0
2022-12-15,Stout,3,16,0,0,0
2022-12-15,Cider,3,33,0,0,0
2022-12-16,Ale,4,22,0,0,1
2022-12-16,Lager,4,42,0,0,0
2022-12-16,IPA,4,26,0,0,0
2022-12-16,Stout,4,14,0,0,0
2022-12-16,Cider,4,21,0,0,0
2022-12-17,Ale,5,31,1,0,0
2022-12-17,Lager,5,51,1,0,0
2022-12-17,IPA,5,38,1,0,0
2022-12-17,Stout,5,38,1,0,1
2022-12-17,Cider,5,30,1,0,0
2022-12-18,Ale,6,29,1,0,0
2022-12-18,Lager,6,50,1,0,0
2022-12-18,IPA,6,46,1,0,0
2022-12-18,Stout,6,30,1,0,0
2022-12-18,Cider,6,45,1,0,1
2022-12-19,Ale,0,23,0,0,0
2022-12-19,Lager,0,36,0,0,0
2022-12-19,IPA,0,25,0,0,0
2022-12-19,Stout,0,15,0,0,0
2022-12-19,Cider,0,20,0,0,0
2022-12-20,Ale,1,18,0,0,0
2022-12-20,Lager,1,33,0,0,0
2022-12-20,IPA,1,32,0,0,0
2022-12-20,Stout,1,14,0,0,0
2022-12-20,Cider,1,30,0,0,0
2022-12-21,Ale,2,14,0,0,0
2022-12-21,Lager,2,31,0,0,0
2022-12-21,IPA,2,35,0,0,1
2022-12-21,Stout,2,21,0,0,0
2022-12-21,Cider,2,23,0,0,0
2022-12-22,Ale,3,18,0,0,0
2022-12-22,Lager,3,27,0,0,0
2022-12-22,IPA,3,32,0,0,0
2022-12-22,Stout,3,8,0,0,0
2022-12-22,Cider,3,28,0,0,0
2022-12-23,Ale,4,20,0,0,0
2022-12-23,Lager,4,31,0,0,0
2022-12-23,IPA,4,27,0,0,0
2022-12-23,Stout,4,15,0,0,0
2022-12-23,Cider,4,23,0,0,0
2022-12-24,Ale,5,34,1,1,0
2022-12-24,Lager,5,76,1,1,0
2022-12-24,IPA,5,56,1,1,0
2022-12-24,Stout,5,30,1,1,0
2022-12-24,Cider,5,68,1,1,1
2022-12-25,Ale,6,48,1,1,0
2022-12-25,Lager,6,72,1,1,0
2022-12-25,IPA,6,57,1,1,0
2022-12-25,Stout,6,42,1,1,0
2022-12-25,Cider,6,52,1,1,0
2022-12-26,Ale,0,40,0,1,0
2022-12-26,Lager,0,53,0,1,0
2022-12-26,IPA,0,46,0,1,0
2022-12-26,Stout,0,21,0,1,0
2022-12-26,Cider,0,29,0,1,0
2022-12-27,Ale,1,16,0,0,0
2022-12-27,Lager,1,37,0,0,0
2022-12-27,IPA,1,30,0,0,0
2022-12-27,Stout,1,15,0,0,1
2022-12-27,Cider,1,42,0,0,1
2022-12-28,Ale,2,21,0,0,0
2022-12-28,Lager,2,35,0,0,0
2022-12-28,IPA,2,32,0,0,0
2022-12-28,Stout,2,13,0,0,0
2022-12-28,Cider,2,32,0,0,0
2022-12-29,Ale,3,13,0,0,0
2022-12-29,Lager,3,36,0,0,0
2022-12-29,IPA,3,42,0,0,0
2022-12-29,Stout,3,7,0,0,0
2022-12-29,Cider,3,18,0,0,0
2022-12-30,Ale,4,25,0,0,0
2022-12-30,Lager,4,25,0,0,0
2022-12-30,IPA,4,32,0,0,0
2022-12-30,Stout,4,17,0,0,0
2022-12-30,Cider,4,28,0,0,0
2022-12-31,Ale,5,41,1,1,0
2022-12-31,Lager,5,70,1,1,0
2022-12-31,IPA,5,62,1,1,0
2022-12-31,Stout,5,40,1,1,0
2022-12-31,Cider,5,48,1,1,0
2023-01-01,Ale,6,32,1,0,0
2023-01-01,Lager,6,53,1,0,0
2023-01-01,IPA,6,32,1,0,0
2023-01-01,Stout,6,33,1,0,0
2023-01-01,Cider,6,34,1,0,0
2023-01-02,Ale,0,32,0,0,0
2023-01-02,Lager,0,55,0,0,1
2023-01-02,IPA,0,37,0,0,0
2023-01-02,Stout,0,15,0,0,0
2023-01-02,Cider,0,33,0,0,0
2023-01-03,Ale,1,24,0,0,0
2023-01-03,Lager,1,52,0,0,1
2023-01-03,IPA,1,53,0,0,1
2023-01-03,Stout,1,18,0,0,0
2023-01-03,Cider,1,37,0,0,0
2023-01-04,Ale,2,23,0,0,0
2023-01-04,Lager,2,37,0,0,1
2023-01-04,IPA,2,29,0,0,0
2023-01-04,Stout,2,13,0,0,0
2023-01-04,Cider,2,31,0,0,0
2023-01-05,Ale,3,36,0,0,1
2023-01-05,Lager,3,42,0,0,0
2023-01-05,IPA,3,40,0,0,0
2023-01-05,Stout,3,22,0,0,0
2023-01-05,Cider,3,32,0,0,1
2023-01-06,Ale,4,26,0,0,0
2023-01-06,Lager,4,36,0,0,0
2023-01-06,IPA,4,35,0,0,0
2023-01-06,Stout,4,18,0,0,0
2023-01-06,Cider,4,27,0,0,0
2023-01-07,Ale,5,33,1,0,0
2023-01-07,Lager,5,63,1,0,0
2023-01-07,IPA,5,38,1,0,0
2023-01-07,Stout,5,21,1,0,0
2023-01-07,Cider,5,36,1,0,0
2023-01-08,Ale,6,33,1,0,0
2023-01-08,Lager,6,58,1,0,0
2023-01-08,IPA,6,35,1,0,0
2023-01-08,Stout,6,25,1,0,0
2023-01-08,Cider,6,45,1,0,0
2023-01-09,Ale,0,37,0,0,1
2023-01-09,Lager,0,31,0,0,0
2023-01-09,IPA,0,39,0,0,0
2023-01-09,Stout,0,23,0,0,0
2023-01-09,Cider,0,35,0,0,0
2023-01-10,Ale,1,31,0,0,1
2023-01-10,Lager,1,40,0,0,0
2023-01-10,IPA,1,38,0,0,0
2023-01-10,Stout,1,20,0,0,0
2023-01-10,Cider,1,21,0,0,0
2023-01-11,Ale,2,19,0,0,0
2023-01-11,Lager,2,39,0,0,0
2023-01-11,IPA,2,42,0,0,0
2023-01-11,Stout,2,22,0,0,0
2023-01-11,Cider,2,25,0,0,0
2023-01-12,Ale,3,21,0,0,0
2023-01-12,Lager,3,36,0,0,0
2023-01-12,IPA,3,43,0,0,1
2023-01-12,Stout,3,18,0,0,0
2023-01-12,Cider,3,28,0,0,0
2023-01-13,Ale,4,23,0,0,0
2023-01-13,Lager,4,32,0,0,0
2023-01-13,IPA,4,27,0,0,0
2023-01-13,Stout,4,17,0,0,0
2023-01-13,Cider,4,23,0,0,0
2023-01-14,Ale,5,33,1,0,0
2023-01-14,Lager,5,59,1,0,0
2023-01-14,IPA,5,54,1,0,0
2023-01-14,Stout,5,31,1,0,0
2023-01-14,Cider,5,41,1,0,0
2023-01-15,Ale,6,37,1,0,0
2023-01-15,Lager,6,55,1,0,0
2023-01-15,IPA,6,62,1,0,1
2023-01-15,Stout,6,30,1,0,0
2023-01-15,Cider,6,52,1,0,1
2023-01-16,Ale,0,17,0,0,0
2023-01-16,Lager,0,37,0,0,0
2023-01-16,IPA,0,26,0,0,0
2023-01-16,Stout,0,23,0,0,1
2023-01-16,Cider,0,31,0,0,0
2023-01-17,Ale,1,25,0,0,0
2023-01-17,Lager,1,51,0,0,1
2023-01-17,IPA,1,33,0,0,0
2023-01-17,Stout,1,20,0,0,0
2023-01-17,Cider,1,32,0,0,0
2023-01-18,Ale,2,22,0,0,0
2023-01-18,Lager,2,33,0,0,0
2023-01-18,IPA,2,36,0,0,0
2023-01-18,Stout,2,14,0,0,0
2023-01-18,Cider,2,34,0,0,1
2023-01-19,Ale,3,28,0,0,0
2023-01-19,Lager,3,40,0,0,0
2023-01-19,IPA,3,41,0,0,0
2023-01-19,Stout,3,24,0,0,0
2023-01-19,Cider,3,29,0,0,0
2023-01-20,Ale,4,28,0,0,0
2023-01-20,Lager,4,34,0,0,0
2023-01-20,IPA,4,33,0,0,0
2023-01-20,Stout,4,19,0,0,0
2023-01-20,Cider,4,28,0,0,0
2023-01-21,Ale,5,38,1,0,0
2023-01-21,Lager,5,57,1,0,0
2023-01-21,IPA,5,50,1,0,0
2023-01-21,Stout,5,35,1,0,0
2023-01-21,Cider,5,41,1,0,0
2023-01-22,Ale,6,50,1,0,1
2023-01-22,Lager,6,61,1,0,0
2023-01-22,IPA,6,51,1,0,0
2023-01-22,Stout,6,35,1,0,0
2023-01-22,Cider,6,42,1,0,0
2023-01-23,Ale,0,26,0,0,0
2023-01-23,Lager,0,36,0,0,0
2023-01-23,IPA,0,32,0,0,0
2023-01-23,Stout,0,20,0,0,0
2023-01-23,Cider,0,28,0,0,0
2023-01-24,Ale,1,34,0,0,1
2023-01-24,Lager,1,39,0,0,0
2023-01-24,IPA,1,40,0,0,0
2023-01-24,Stout,1,25,0,0,1
2023-01-24,Cider,1,34,0,0,0
2023-01-25,Ale,2,17,0,0,0
2023-01-25,Lager,2,36,0,0,0
2023-01-25,IPA,2,46,0,0,1
2023-01-25,Stout,2,17,0,0,0
2023-01-25,Cider,2,29,0,0,0
2023-01-26,Ale,3,24,0,0,0
2023-01-26,Lager,3,51,0,0,1
2023-01-26,IPA,3,27,0,0,0
2023-01-26,Stout,3,26,0,0,1
2023-01-26,Cider,3,38,0,0,0
2023-01-27,Ale,4,24,0,0,0
2023-01-27,Lager,4,51,0,0,1
2023-01-27,IPA,4,43,0,0,0
2023-01-27,Stout,4,32,0,0,0
2023-01-27,Cider,4,25,0,0,0
2023-01-28,Ale,5,44,1,0,0
2023-01-28,Lager,5,71,1,0,1
2023-01-28,IPA,5,43,1,0,0
2023-01-28,Stout,5,31,1,0,0
2023-01-28,Cider,5,48,1,0,1
2023-01-29,Ale,6,33,1,0,0
2023-01-29,Lager,6,70,1,0,1
2023-01-29,IPA,6,63,1,0,1
2023-01-29,Stout,6,21,1,0,0
2023-01-29,Cider,6,34,1,0,0
2023-01-30,Ale,0,36,0,0,1
2023-01-30,Lager,0,45,0,0,0
2023-01-30,IPA,0,40,0,0,0
2023-01-30,Stout,0,11,0,0,0
2023-01-30,Cider,0,26,0,0,0
2023-01-31,Ale,1,36,0,0,0
2023-01-31,Lager,1,35,0,0,0
2023-01-31,IPA,1,26,0,0,0
2023-01-31,Stout,1,17,0,0,0
2023-01-31,Cider,1,19,0,0,0
2023-02-01,Ale,2,19,0,0,0
2023-02-01,Lager,2,42,0,0,0
2023-02-01,IPA,2,37,0,0,0
2023-02-01,Stout,2,13,0,0,0
2023-02-01,Cider,2,40,0,0,0
2023-02-02,Ale,3,26,0,0,0
2023-02-02,Lager,3,57,0,0,1
2023-02-02,IPA,3,37,0,0,0
2023-02-02,Stout,3,22,0,0,0
2023-02-02,Cider,3,43,0,0,0
2023-02-03,Ale,4,31,0,0,0
2023-02-03,Lager,4,45,0,0,0
2023-02-03,IPA,4,34,0,0,0
2023-02-03,Stout,4,18,0,0,0
2023-02-03,Cider,4,32,0,0,0
2023-02-04,Ale,5,37,1,0,0
2023-02-04,Lager,5,66,1,0,0
2023-02-04,IPA,5,47,1,0,0
2023-02-04,Stout,5,36,1,0,0
2023-02-04,Cider,5,46,1,0,0
2023-02-05,Ale,6,33,1,0,0
2023-02-05,Lager,6,64,1,0,0
2023-02-05,IPA,6,54,1,0,0
2023-02-05,Stout,6,37,1,0,1
2023-02-05,Cider,6,60,1,0,0
2023-02-06,Ale,0,34,0,0,1
2023-02-06,Lager,0,50,0,0,0
2023-02-06,IPA,0,48,0,0,0
2023-02-06,Stout,0,23,0,0,0
2023-02-06,Cider,0,38,0,0,0
2023-02-07,Ale,1,31,0,0,0
2023-02-07,Lager,1,50,0,0,0
2023-02-07,IPA,1,39,0,0,0
2023-02-07,Stout,1,26,0,0,0
2023-02-07,Cider,1,36,0,0,0
2023-02-08,Ale,2,24,0,0,0
2023-02-08,Lager,2,49,0,0,0
2023-02-08,IPA,2,48,0,0,1
2023-02-08,Stout,2,30,0,0,0
2023-02-08,Cider,2,30,0,0,0
2023-02-09,Ale,3,25,0,0,0
2023-02-09,Lager,3,35,0,0,0
2023-02-09,IPA,3,47,0,0,1
2023-02-09,Stout,3,31,0,0,0
2023-02-09,Cider,3,42,0,0,0
2023-02-10,Ale,4,28,0,0,0
2023-02-10,Lager,4,42,0,0,0
2023-02-10,IPA,4,41,0,0,0
2023-02-10,Stout,4,18,0,0,0
2023-02-10,Cider,4,32,0,0,0
2023-02-11,Ale,5,42,1,0,0
2023-02-11,Lager,5,62,1,0,0
2023-02-11,IPA,5,56,1,0,0
2023-02-11,Stout,5,35,1,0,0
2023-02-11,Cider,5,51,1,0,0
2023-02-12,Ale,6,37,1,0,0
2023-02-12,Lager,6,60,1,0,0
2023-02-12,IPA,6,59,1,0,0
2023-02-12,Stout,6,31,1,0,0
2023-02-12,Cider,6,66,1,0,1
2023-02-13,Ale,0,25,0,0,0
2023-02-13,Lager,0,43,0,0,0
2023-02-13,IPA,0,44,0,0,0
2023-02-13,Stout,0,20,0,0,0
2023-02-13,Cider,0,17,0,0,0
2023-02-14,Ale,1,32,0,0,0
2023-02-14,Lager,1,47,0,0,0
2023-02-14,IPA,1,37,0,0,0
2023-02-14,Stout,1,31,0,0,0
2023-02-14,Cider,1,29,0,0,0
2023-02-15,Ale,2,28,0,0,0
2023-02-15,Lager,2,45,0,0,0
2023-02-15,IPA,2,43,0,0,1
2023-02-15,Stout,2,21,0,0,0
2023-02-15,Cider,2,40,0,0,0
2023-02-16,Ale,3,27,0,0,0
2023-02-16,Lager,3,44,0,0,0
2023-02-16,IPA,3,46,0,0,0
2023-02-16,Stout,3,16,0,0,0
2023-02-16,Cider,3,39,0,0,0
2023-02-17,Ale,4,19,0,0,0
2023-02-17,Lager,4,51,0,0,0
2023-02-17,IPA,4,33,0,0,0
2023-02-17,Stout,4,18,0,0,0
2023-02-17,Cider,4,28,0,0,0
2023-02-18,Ale,5,43,1,0,0
2023-02-18,Lager,5,64,1,0,0
2023-02-18,IPA,5,60,1,0,0
2023-02-18,Stout,5,32,1,0,0
2023-02-18,Cider,5,46,1,0,0
2023-02-19,Ale,6,55,1,0,1
2023-02-19,Lager,6,65,1,0,0
2023-02-19,IPA,6,56,1,0,0
2023-02-19,Stout,6,29,1,0,0
2023-02-19,Cider,6,48,1,0,0
2023-02-20,Ale,0,27,0,0,0
2023-02-20,Lager,0,44,0,0,0
2023-02-20,IPA,0,40,0,0,0
2023-02-20,Stout,0,34,0,0,0
2023-02-20,Cider,0,41,0,0,1
2023-02-21,Ale,1,37,0,0,0
2023-02-21,Lager,1,49,0,0,0
2023-02-21,IPA,1,39,0,0,0
2023-02-21,Stout,1,17,0,0,0
2023-02-21,Cider,1,27,0,0,0
2023-02-22,Ale,2,26,0,0,0
2023-02-22,Lager,2,45,0,0,0
2023-02-22,IPA,2,45,0,0,0
2023-02-22,Stout,2,27,0,0,0
2023-02-22,Cider,2,33,0,0,0
2023-02-23,Ale,3,26,0,0,0
2023-02-23,Lager,3,58,0,0,1
2023-02-23,IPA,3,40,0,0,0
2023-02-23,Stout,3,19,0,0,0
2023-02-23,Cider,3,45,0,0,1
2023-02-24,Ale,4,29,0,0,0
2023-02-24,Lager,4,46,0,0,0
2023-02-24,IPA,4,47,0,0,0
2023-02-24,Stout,4,29,0,0,0
2023-02-24,Cider,4,36,0,0,0
2023-02-25,Ale,5,41,1,0,0
2023-02-25,Lager,5,75,1,0,0
2023-02-25,IPA,5,42,1,0,0
2023-02-25,Stout,5,37,1,0,0
2023-02-25,Cider,5,61,1,0,0
2023-02-26,Ale,6,38,1,0,0
2023-02-26,Lager,6,65,1,0,0
2023-02-26,IPA,6,56,1,0,0
2023-02-26,Stout,6,33,1,0,0
2023-02-26,Cider,6,53,1,0,0
2023-02-27,Ale,0,36,0,0,0
2023-02-27,Lager,0,44,0,0,0
2023-02-27,IPA,0,44,0,0,0
2023-02-27,Stout,0,28,0,0,0
2023-02-27,Cider,0,43,0,0,1
2023-02-28,Ale,1,30,0,0,0
2023-02-28,Lager,1,62,0,0,1
2023-02-28,IPA,1,32,0,0,0
2023-02-28,Stout,1,25,0,0,0
2023-02-28,Cider,1,24,0,0,0
2023-03-01,Ale,2,35,0,0,0
2023-03-01,Lager,2,52,0,0,0
2023-03-01,IPA,2,62,0,0,1
2023-03-01,Stout,2,11,0,0,0
2023-03-01,Cider,2,43,0,0,0
2023-03-02,Ale,3,36,0,0,0
2023-03-02,Lager,3,59,0,0,0
2023-03-02,IPA,3,36,0,0,0
2023-03-02,Stout,3,28,0,0,0
2023-03-02,Cider,3,28,0,0,0
2023-03-03,Ale,4,34,0,0,0
2023-03-03,Lager,4,56,0,0,0
2023-03-03,IPA,4,40,0,0,0
2023-03-03,Stout,4,23,0,0,0
2023-03-03,Cider,4,37,0,0,0
2023-03-04,Ale,5,36,1,0,0
2023-03-04,Lager,5,73,1,0,0
2023-03-04,IPA,5,52,1,0,0
2023-03-04,Stout,5,34,1,0,0
2023-03-04,Cider,5,61,1,0,0
2023-03-05,Ale,6,45,1,0,0
2023-03-05,Lager,6,64,1,0,0
2023-03-05,IPA,6,56,1,0,0
2023-03-05,Stout,6,26,1,0,0
2023-03-05,Cider,6,56,1,0,0
2023-03-06,Ale,0,25,0,0,0
2023-03-06,Lager,0,69,0,0,1
2023-03-06,IPA,0,44,0,0,0
2023-03-06,Stout,0,15,0,0,0
2023-03-06,Cider,0,28,0,0,0
2023-03-07,Ale,1,26,0,0,0
2023-03-07,Lager,1,49,0,0,0
2023-03-07,IPA,1,50,0,0,0
2023-03-07,Stout,1,27,0,0,0
2023-03-07,Cider,1,41,0,0,0
2023-03-08,Ale,2,30,0,0,0
2023-03-08,Lager,2,42,0,0,0
